
Reference Number = 2408 Incident Particle: neutron 
Target: Z= 94 A= 239 Number of energies= 181
Type potential: rotational   dispersive+SO(Anal.Integr.)  relativ.Schoedr.
First Author: R.Capote      
Z-Range=90- 97  A-Range=228-249  E-Range=   0.001- 200.000 MeV         Ef = -6.090

En(MeV)     V    RV    AV    DWV      W    RW    AW     VD   RVD   AVD     WD   RWD   AWD    VSO   RVSO  AVSO   WSO   RWSO  AWSO   VHFpn WSpn DVSpn    WVpn    DVVpn   V(Lane)  W(Lane)    E
 -0.950 44.947 1.250 0.638  0.874  0.050 1.253 0.680  3.327 1.181 0.604  1.960 1.181 0.604  5.778 1.121 0.590 -0.003 1.121 0.590 -0.567-0.217-0.368   0.000    0.000   -9.481   -3.623   -0.950
 -0.900 44.933 1.250 0.638  0.882  0.051 1.253 0.680  3.344 1.181 0.604  1.991 1.181 0.604  5.775 1.121 0.590 -0.003 1.121 0.590 -0.566-0.220-0.369   0.000    0.000   -9.476   -3.680   -0.900
 -0.850 44.918 1.250 0.638  0.891  0.052 1.253 0.680  3.361 1.181 0.604  2.022 1.181 0.604  5.773 1.121 0.590 -0.003 1.121 0.590 -0.566-0.223-0.371   0.000    0.000   -9.471   -3.736   -0.850
 -0.800 44.904 1.250 0.638  0.899  0.053 1.253 0.680  3.377 1.181 0.604  2.052 1.181 0.604  5.770 1.121 0.590 -0.003 1.121 0.590 -0.566-0.227-0.373   0.000    0.000   -9.466   -3.793   -0.800
 -0.750 44.889 1.250 0.638  0.908  0.054 1.253 0.680  3.393 1.181 0.604  2.083 1.181 0.604  5.768 1.121 0.590 -0.003 1.121 0.590 -0.565-0.230-0.375   0.000    0.000   -9.461   -3.850   -0.750
 -0.700 44.875 1.250 0.638  0.916  0.055 1.253 0.680  3.408 1.181 0.604  2.114 1.181 0.604  5.765 1.121 0.590 -0.004 1.121 0.590 -0.565-0.233-0.376   0.000    0.000   -9.456   -3.907   -0.700
 -0.650 44.861 1.250 0.638  0.924  0.056 1.253 0.680  3.424 1.181 0.604  2.145 1.181 0.604  5.763 1.121 0.590 -0.004 1.121 0.590 -0.565-0.237-0.378   0.000    0.000   -9.451   -3.964   -0.650
 -0.600 44.846 1.250 0.638  0.933  0.057 1.253 0.680  3.439 1.181 0.604  2.176 1.181 0.604  5.760 1.121 0.590 -0.004 1.121 0.590 -0.565-0.240-0.380   0.000    0.000   -9.447   -4.021   -0.600
 -0.550 44.832 1.250 0.638  0.941  0.058 1.253 0.680  3.453 1.181 0.604  2.207 1.181 0.604  5.758 1.121 0.590 -0.004 1.121 0.590 -0.564-0.244-0.381   0.000    0.000   -9.442   -4.078   -0.550
 -0.500 44.818 1.250 0.638  0.950  0.059 1.253 0.680  3.467 1.181 0.604  2.237 1.181 0.604  5.756 1.121 0.590 -0.004 1.121 0.590 -0.564-0.247-0.383   0.000    0.000   -9.437   -4.135   -0.500
 -0.450 44.803 1.250 0.638  0.958  0.061 1.253 0.680  3.481 1.181 0.604  2.268 1.181 0.604  5.753 1.121 0.590 -0.004 1.121 0.590 -0.564-0.251-0.385   0.000    0.000   -9.432   -4.192   -0.450
 -0.400 44.789 1.250 0.638  0.967  0.062 1.253 0.680  3.495 1.181 0.604  2.299 1.181 0.604  5.751 1.121 0.590 -0.004 1.121 0.590 -0.563-0.254-0.386   0.000    0.000   -9.427   -4.250   -0.400
 -0.350 44.775 1.250 0.638  0.975  0.063 1.253 0.680  3.508 1.181 0.604  2.330 1.181 0.604  5.748 1.121 0.590 -0.004 1.121 0.590 -0.563-0.257-0.387   0.000    0.000   -9.422   -4.307   -0.350
 -0.300 44.760 1.250 0.638  0.983  0.064 1.253 0.680  3.521 1.181 0.604  2.361 1.181 0.604  5.746 1.121 0.590 -0.004 1.121 0.590 -0.563-0.261-0.389   0.000    0.000   -9.417   -4.364   -0.300
 -0.250 44.746 1.250 0.638  0.992  0.065 1.253 0.680  3.534 1.181 0.604  2.392 1.181 0.604  5.743 1.121 0.590 -0.004 1.121 0.590 -0.562-0.264-0.390   0.000    0.000   -9.412   -4.422   -0.250
 -0.200 44.732 1.250 0.638  1.000  0.066 1.253 0.680  3.546 1.181 0.604  2.424 1.181 0.604  5.741 1.121 0.590 -0.004 1.121 0.590 -0.562-0.268-0.392   0.000    0.000   -9.407   -4.479   -0.200
 -0.150 44.718 1.250 0.638  1.009  0.067 1.253 0.680  3.558 1.181 0.604  2.455 1.181 0.604  5.739 1.121 0.590 -0.004 1.121 0.590 -0.562-0.271-0.393   0.000    0.000   -9.403   -4.536   -0.150
 -0.100 44.703 1.250 0.638  1.017  0.068 1.253 0.680  3.570 1.181 0.604  2.486 1.181 0.604  5.736 1.121 0.590 -0.004 1.121 0.590 -0.562-0.275-0.394   0.000    0.000   -9.398   -4.594   -0.100
 -0.050 44.689 1.250 0.638  1.025  0.069 1.253 0.680  3.582 1.181 0.604  2.517 1.181 0.604  5.734 1.121 0.590 -0.004 1.121 0.590 -0.561-0.278-0.396   0.000    0.000   -9.393   -4.651   -0.050
  0.000 44.675 1.250 0.638  1.034  0.071 1.253 0.680  3.593 1.181 0.604  2.548 1.181 0.604  5.731 1.121 0.590 -0.004 1.121 0.590 -0.561-0.281-0.397   0.000    0.000   -9.388   -4.709    0.000
  0.050 44.661 1.250 0.638  1.042  0.072 1.253 0.680  3.604 1.181 0.604  2.579 1.181 0.604  5.729 1.121 0.590 -0.005 1.121 0.590 -0.561-0.285-0.398   0.000    0.000   -9.383   -4.766    0.050
  0.100 44.646 1.250 0.638  1.051  0.073 1.253 0.680  3.614 1.181 0.604  2.610 1.181 0.604  5.726 1.121 0.590 -0.005 1.121 0.590 -0.560-0.288-0.399   0.000    0.000   -9.378   -4.823    0.100
  0.150 44.632 1.250 0.638  1.059  0.074 1.253 0.680  3.624 1.181 0.604  2.641 1.181 0.604  5.724 1.121 0.590 -0.005 1.121 0.590 -0.560-0.292-0.400   0.000    0.000   -9.373   -4.881    0.150
  0.200 44.618 1.250 0.638  1.067  0.075 1.253 0.680  3.634 1.181 0.604  2.672 1.181 0.604  5.722 1.121 0.590 -0.005 1.121 0.590 -0.560-0.295-0.401   0.000    0.000   -9.369   -4.938    0.200
  0.250 44.604 1.250 0.638  1.076  0.076 1.253 0.680  3.644 1.181 0.604  2.703 1.181 0.604  5.719 1.121 0.590 -0.005 1.121 0.590 -0.560-0.299-0.402   0.000    0.000   -9.364   -4.995    0.250
  0.300 44.590 1.250 0.638  1.084  0.078 1.253 0.680  3.653 1.181 0.604  2.734 1.181 0.604  5.717 1.121 0.590 -0.005 1.121 0.590 -0.559-0.302-0.403   0.000    0.000   -9.359   -5.053    0.300
  0.350 44.576 1.250 0.638  1.093  0.079 1.253 0.680  3.662 1.181 0.604  2.765 1.181 0.604  5.714 1.121 0.590 -0.005 1.121 0.590 -0.559-0.305-0.404   0.000    0.000   -9.354   -5.110    0.350
  0.400 44.561 1.250 0.638  1.101  0.080 1.253 0.680  3.671 1.181 0.604  2.796 1.181 0.604  5.712 1.121 0.590 -0.005 1.121 0.590 -0.559-0.309-0.405   0.000    0.000   -9.349   -5.167    0.400
  0.450 44.547 1.250 0.638  1.109  0.081 1.253 0.680  3.679 1.181 0.604  2.827 1.181 0.604  5.710 1.121 0.590 -0.005 1.121 0.590 -0.558-0.312-0.406   0.000    0.000   -9.344   -5.224    0.450
  0.500 44.533 1.250 0.638  1.118  0.083 1.253 0.680  3.687 1.181 0.604  2.857 1.181 0.604  5.707 1.121 0.590 -0.005 1.121 0.590 -0.558-0.316-0.407   0.000    0.000   -9.339   -5.281    0.500
  0.550 44.519 1.250 0.638  1.126  0.084 1.253 0.680  3.695 1.181 0.604  2.888 1.181 0.604  5.705 1.121 0.590 -0.005 1.121 0.590 -0.558-0.319-0.408   0.000    0.000   -9.335   -5.338    0.550
  0.600 44.505 1.250 0.638  1.135  0.085 1.253 0.680  3.703 1.181 0.604  2.919 1.181 0.604  5.702 1.121 0.590 -0.005 1.121 0.590 -0.558-0.322-0.409   0.000    0.000   -9.330   -5.395    0.600
  0.650 44.491 1.250 0.638  1.143  0.086 1.253 0.680  3.710 1.181 0.604  2.950 1.181 0.604  5.700 1.121 0.590 -0.005 1.121 0.590 -0.557-0.326-0.410   0.000    0.000   -9.325   -5.452    0.650
  0.700 44.477 1.250 0.638  1.151  0.088 1.253 0.680  3.717 1.181 0.604  2.980 1.181 0.604  5.697 1.121 0.590 -0.006 1.121 0.590 -0.557-0.329-0.411   0.000    0.000   -9.320   -5.508    0.700
  0.750 44.463 1.250 0.638  1.160  0.089 1.253 0.680  3.724 1.181 0.604  3.011 1.181 0.604  5.695 1.121 0.590 -0.006 1.121 0.590 -0.557-0.333-0.411   0.000    0.000   -9.315   -5.565    0.750
  0.800 44.449 1.250 0.638  1.168  0.090 1.253 0.680  3.730 1.181 0.604  3.042 1.181 0.604  5.693 1.121 0.590 -0.006 1.121 0.590 -0.556-0.336-0.412   0.000    0.000   -9.310   -5.621    0.800
  0.850 44.434 1.250 0.638  1.176  0.091 1.253 0.680  3.737 1.181 0.604  3.072 1.181 0.604  5.690 1.121 0.590 -0.006 1.121 0.590 -0.556-0.339-0.413   0.000    0.000   -9.306   -5.678    0.850
  0.900 44.420 1.250 0.638  1.185  0.093 1.253 0.680  3.743 1.181 0.604  3.103 1.181 0.604  5.688 1.121 0.590 -0.006 1.121 0.590 -0.556-0.343-0.413   0.000    0.000   -9.301   -5.734    0.900
  0.950 44.406 1.250 0.638  1.193  0.094 1.253 0.680  3.748 1.181 0.604  3.133 1.181 0.604  5.685 1.121 0.590 -0.006 1.121 0.590 -0.556-0.346-0.414   0.000    0.000   -9.296   -5.790    0.950
  1.000 44.392 1.250 0.638  1.201  0.095 1.253 0.680  3.754 1.181 0.604  3.163 1.181 0.604  5.683 1.121 0.590 -0.006 1.121 0.590 -0.555-0.349-0.415   0.000    0.000   -9.291   -5.846    1.000
  1.050 44.378 1.250 0.638  1.210  0.097 1.253 0.680  3.759 1.181 0.604  3.194 1.181 0.604  5.680 1.121 0.590 -0.006 1.121 0.590 -0.555-0.353-0.415   0.000    0.000   -9.286   -5.902    1.050
  1.100 44.364 1.250 0.638  1.218  0.098 1.253 0.680  3.764 1.181 0.604  3.224 1.181 0.604  5.678 1.121 0.590 -0.006 1.121 0.590 -0.555-0.356-0.416   0.000    0.000   -9.282   -5.958    1.100
  1.150 44.350 1.250 0.638  1.227  0.099 1.253 0.680  3.768 1.181 0.604  3.254 1.181 0.604  5.676 1.121 0.590 -0.006 1.121 0.590 -0.554-0.359-0.416   0.000    0.000   -9.277   -6.014    1.150
  1.200 44.336 1.250 0.638  1.235  0.101 1.253 0.680  3.773 1.181 0.604  3.284 1.181 0.604  5.673 1.121 0.590 -0.006 1.121 0.590 -0.554-0.363-0.417   0.000    0.000   -9.272   -6.070    1.200
  1.250 44.322 1.250 0.638  1.243  0.102 1.253 0.680  3.777 1.181 0.604  3.314 1.181 0.604  5.671 1.121 0.590 -0.007 1.121 0.590 -0.554-0.366-0.417   0.000    0.000   -9.267   -6.125    1.250
  1.300 44.308 1.250 0.638  1.252  0.104 1.253 0.680  3.780 1.181 0.604  3.344 1.181 0.604  5.668 1.121 0.590 -0.007 1.121 0.590 -0.554-0.369-0.418   0.000    0.000   -9.262   -6.180    1.300
  1.350 44.294 1.250 0.638  1.260  0.105 1.253 0.680  3.784 1.181 0.604  3.374 1.181 0.604  5.666 1.121 0.590 -0.007 1.121 0.590 -0.553-0.373-0.418   0.000    0.000   -9.257   -6.236    1.350
  1.400 44.280 1.250 0.638  1.268  0.106 1.253 0.680  3.787 1.181 0.604  3.404 1.181 0.604  5.664 1.121 0.590 -0.007 1.121 0.590 -0.553-0.376-0.418   0.000    0.000   -9.253   -6.291    1.400
  1.450 44.266 1.250 0.638  1.277  0.108 1.253 0.680  3.790 1.181 0.604  3.433 1.181 0.604  5.661 1.121 0.590 -0.007 1.121 0.590 -0.553-0.379-0.419   0.000    0.000   -9.248   -6.346    1.450
  1.500 44.252 1.250 0.638  1.285  0.109 1.253 0.680  3.793 1.181 0.604  3.463 1.181 0.604  5.659 1.121 0.590 -0.007 1.121 0.590 -0.552-0.382-0.419   0.000    0.000   -9.243   -6.400    1.500
  1.550 44.239 1.250 0.638  1.293  0.111 1.253 0.680  3.796 1.181 0.604  3.493 1.181 0.604  5.656 1.121 0.590 -0.007 1.121 0.590 -0.552-0.386-0.419   0.000    0.000   -9.238   -6.455    1.550
  1.600 44.225 1.250 0.638  1.302  0.112 1.253 0.680  3.798 1.181 0.604  3.522 1.181 0.604  5.654 1.121 0.590 -0.007 1.121 0.590 -0.552-0.389-0.420   0.000    0.000   -9.234   -6.509    1.600
  1.650 44.211 1.250 0.638  1.310  0.114 1.253 0.680  3.800 1.181 0.604  3.551 1.181 0.604  5.651 1.121 0.590 -0.007 1.121 0.590 -0.552-0.392-0.420   0.000    0.000   -9.229   -6.564    1.650
  1.700 44.197 1.250 0.638  1.318  0.115 1.253 0.680  3.802 1.181 0.604  3.581 1.181 0.604  5.649 1.121 0.590 -0.007 1.121 0.590 -0.551-0.395-0.420   0.000    0.000   -9.224   -6.618    1.700
  1.750 44.183 1.250 0.638  1.327  0.116 1.253 0.680  3.804 1.181 0.604  3.610 1.181 0.604  5.647 1.121 0.590 -0.007 1.121 0.590 -0.551-0.399-0.420   0.000    0.000   -9.219   -6.672    1.750
  1.800 44.169 1.250 0.638  1.335  0.118 1.253 0.680  3.805 1.181 0.604  3.639 1.181 0.604  5.644 1.121 0.590 -0.008 1.121 0.590 -0.551-0.402-0.420   0.000    0.000   -9.214   -6.725    1.800
  1.850 44.155 1.250 0.638  1.343  0.119 1.253 0.680  3.806 1.181 0.604  3.668 1.181 0.604  5.642 1.121 0.590 -0.008 1.121 0.590 -0.550-0.405-0.420   0.000    0.000   -9.210   -6.779    1.850
  1.900 44.141 1.250 0.638  1.352  0.121 1.253 0.680  3.807 1.181 0.604  3.697 1.181 0.604  5.639 1.121 0.590 -0.008 1.121 0.590 -0.550-0.408-0.421   0.000    0.000   -9.205   -6.832    1.900
  1.950 44.127 1.250 0.638  1.360  0.122 1.253 0.680  3.808 1.181 0.604  3.726 1.181 0.604  5.637 1.121 0.590 -0.008 1.121 0.590 -0.550-0.411-0.421   0.000    0.000   -9.200   -6.886    1.950
  2.000 44.113 1.250 0.638  1.368  0.124 1.253 0.680  3.809 1.181 0.604  3.754 1.181 0.604  5.635 1.121 0.590 -0.008 1.121 0.590 -0.550-0.415-0.421   0.000    0.000   -9.195   -6.939    2.000
  2.050 44.100 1.250 0.638  1.376  0.125 1.253 0.680  3.809 1.181 0.604  3.783 1.181 0.604  5.632 1.121 0.590 -0.008 1.121 0.590 -0.549-0.418-0.421   0.000    0.000   -9.191   -6.992    2.050
  2.100 44.086 1.250 0.638  1.385  0.127 1.253 0.680  3.809 1.181 0.604  3.812 1.181 0.604  5.630 1.121 0.590 -0.008 1.121 0.590 -0.549-0.421-0.421   0.000    0.000   -9.186   -7.044    2.100
  2.150 44.072 1.250 0.638  1.393  0.129 1.253 0.680  3.809 1.181 0.604  3.840 1.181 0.604  5.627 1.121 0.590 -0.008 1.121 0.590 -0.549-0.424-0.421   0.000    0.000   -9.181   -7.097    2.150
  2.200 44.058 1.250 0.638  1.401  0.130 1.253 0.680  3.809 1.181 0.604  3.868 1.181 0.604  5.625 1.121 0.590 -0.008 1.121 0.590 -0.548-0.427-0.421   0.000    0.000   -9.176   -7.149    2.200
  2.250 44.044 1.250 0.638  1.410  0.132 1.253 0.680  3.808 1.181 0.604  3.896 1.181 0.604  5.623 1.121 0.590 -0.008 1.121 0.590 -0.548-0.430-0.421   0.000    0.000   -9.171   -7.201    2.250
  2.300 44.030 1.250 0.638  1.418  0.133 1.253 0.680  3.807 1.181 0.604  3.925 1.181 0.604  5.620 1.121 0.590 -0.009 1.121 0.590 -0.548-0.433-0.421   0.000    0.000   -9.167   -7.253    2.300
  2.350 44.017 1.250 0.638  1.426  0.135 1.253 0.680  3.806 1.181 0.604  3.952 1.181 0.604  5.618 1.121 0.590 -0.009 1.121 0.590 -0.548-0.437-0.420   0.000    0.000   -9.162   -7.305    2.350
  2.400 44.003 1.250 0.638  1.435  0.136 1.253 0.680  3.805 1.181 0.604  3.980 1.181 0.604  5.615 1.121 0.590 -0.009 1.121 0.590 -0.547-0.440-0.420   0.000    0.000   -9.157   -7.356    2.400
  2.450 43.989 1.250 0.638  1.443  0.138 1.253 0.680  3.804 1.181 0.604  4.008 1.181 0.604  5.613 1.121 0.590 -0.009 1.121 0.590 -0.547-0.443-0.420   0.000    0.000   -9.152   -7.408    2.450
  2.500 43.975 1.250 0.638  1.451  0.140 1.253 0.680  3.802 1.181 0.604  4.036 1.181 0.604  5.611 1.121 0.590 -0.009 1.121 0.590 -0.547-0.446-0.420   0.000    0.000   -9.148   -7.459    2.500
  2.550 43.962 1.250 0.638  1.459  0.141 1.253 0.680  3.800 1.181 0.604  4.063 1.181 0.604  5.608 1.121 0.590 -0.009 1.121 0.590 -0.546-0.449-0.420   0.000    0.000   -9.143   -7.510    2.550
  2.600 43.948 1.250 0.638  1.468  0.143 1.253 0.680  3.798 1.181 0.604  4.091 1.181 0.604  5.606 1.121 0.590 -0.009 1.121 0.590 -0.546-0.452-0.420   0.000    0.000   -9.138   -7.560    2.600
  2.650 43.934 1.250 0.638  1.476  0.144 1.253 0.680  3.796 1.181 0.604  4.118 1.181 0.604  5.603 1.121 0.590 -0.009 1.121 0.590 -0.546-0.455-0.419   0.000    0.000   -9.134   -7.611    2.650
  2.700 43.920 1.250 0.638  1.484  0.146 1.253 0.680  3.794 1.181 0.604  4.145 1.181 0.604  5.601 1.121 0.590 -0.009 1.121 0.590 -0.546-0.458-0.419   0.000    0.000   -9.129   -7.661    2.700
  2.750 43.907 1.250 0.638  1.492  0.148 1.253 0.680  3.791 1.181 0.604  4.172 1.181 0.604  5.599 1.121 0.590 -0.009 1.121 0.590 -0.545-0.461-0.419   0.000    0.000   -9.124   -7.711    2.750
  2.800 43.893 1.250 0.638  1.501  0.149 1.253 0.680  3.789 1.181 0.604  4.199 1.181 0.604  5.596 1.121 0.590 -0.010 1.121 0.590 -0.545-0.464-0.418   0.000    0.000   -9.119   -7.761    2.800
  2.850 43.879 1.250 0.638  1.509  0.151 1.253 0.680  3.786 1.181 0.604  4.226 1.181 0.604  5.594 1.121 0.590 -0.010 1.121 0.590 -0.545-0.467-0.418   0.000    0.000   -9.115   -7.810    2.850
  2.900 43.865 1.250 0.638  1.517  0.153 1.253 0.680  3.783 1.181 0.604  4.253 1.181 0.604  5.591 1.121 0.590 -0.010 1.121 0.590 -0.544-0.470-0.418   0.000    0.000   -9.110   -7.860    2.900
  2.950 43.852 1.250 0.638  1.526  0.154 1.253 0.680  3.779 1.181 0.604  4.279 1.181 0.604  5.589 1.121 0.590 -0.010 1.121 0.590 -0.544-0.473-0.417   0.000    0.000   -9.105   -7.909    2.950
  3.000 43.838 1.250 0.638  1.534  0.156 1.253 0.680  3.776 1.181 0.604  4.306 1.181 0.604  5.587 1.121 0.590 -0.010 1.121 0.590 -0.544-0.476-0.417   0.000    0.000   -9.100   -7.958    3.000
