Reference Number = 5501 Incident Particle: proton   Target: Z= 82 A= 208 Ef = -5.903
En(MeV)   RealPot   RVolPot    RSurPot   Int(Coul)  VInt(Coul) SInt(Coul) VIntDisp(Coul)
  5.000   482.885   434.454    48.431       0.000      0.000      0.000      0.000
 10.000   468.182   432.499    35.683       0.000      0.000      0.000      0.000
 16.000   448.125   429.696    18.428       0.000      0.000      0.000      0.000
 20.000   435.892   427.483     8.409       0.000      0.000      0.000      0.000
 50.000   367.110   399.310   -32.200       0.000      0.000      0.000      0.000
100.000   260.630   309.038   -48.407       0.000      0.000      0.000      0.000
